id,id,label,EuDist,SimDist
509,509,1,0.545782189,0.646921673
89,89,0,0.546922131,0.64644495
543,543,1,0.547114713,0.646364482
143,143,1,0.550873413,0.644797952
339,339,1,0.55102698,0.64473411
522,522,0,0.551692691,0.644457505
496,496,1,0.55359792,0.643667185
160,160,1,0.5538591,0.643558994
516,516,1,0.555234976,0.642989654
459,459,1,0.555324096,0.642952811
152,152,1,0.555796773,0.642757471
423,423,1,0.556256937,0.642567417
519,519,0,0.55920082,0.641354203
544,544,1,0.559465269,0.641245445
148,148,1,0.560827513,0.640685785
130,130,1,0.562478904,0.640008641
570,570,1,0.562908518,0.639832715
363,363,1,0.564810504,0.639055015
269,269,0,0.566949783,0.638182545
322,322,1,0.568447553,0.63757312
510,510,0,0.573325192,0.635596509
357,357,1,0.574369355,0.635174965
472,472,0,0.574832505,0.634988163
555,555,1,0.575483001,0.634725985
370,370,1,0.57548373,0.634725691
139,139,1,0.575579449,0.634687131
15,15,1,0.576223821,0.634427666
244,244,1,0.576502001,0.634315719
502,502,1,0.581619253,0.632263421
406,406,1,0.582979609,0.631720077
59,59,1,0.583078677,0.631680544
56,56,1,0.585510213,0.6307118
264,264,1,0.591370423,0.628389208
497,497,1,0.592407547,0.627979943
331,331,0,0.593167326,0.62768046
595,595,1,0.594655545,0.627094674
227,227,1,0.596599874,0.626331003
281,281,1,0.597918352,0.625814203
147,147,1,0.599974023,0.625010147
44,44,1,0.600666362,0.624739811
550,550,0,0.602041037,0.624203736
367,367,0,0.604385057,0.623291769
482,482,1,0.607122531,0.622230092
317,317,1,0.609156906,0.621443438
425,425,1,0.609587933,0.621277023
21,21,0,0.60995419,0.621135686
58,58,0,0.611339359,0.620601734
528,528,1,0.611616951,0.620494839
49,49,1,0.611652591,0.620481117
142,142,1,0.612135222,0.620295361
463,463,1,0.613555517,0.619749361
360,360,1,0.614800672,0.619271479
334,334,0,0.616627619,0.618571641
0,0,1,0.617204714,0.618350906
154,154,1,0.617436003,0.618262484
297,297,1,0.618219658,0.617963077
125,125,1,0.619259616,0.617566195
284,284,1,0.621763669,0.616612654
28,28,1,0.625781818,0.615088685
3,3,1,0.625853674,0.6150615
299,299,1,0.626343681,0.614876186
32,32,1,0.627753069,0.614343796
257,257,1,0.627835598,0.61431265
527,527,0,0.628158969,0.614190641
288,288,0,0.628316097,0.614131373
85,85,0,0.628468593,0.614073863
155,155,0,0.630522442,0.61330036
441,441,1,0.631198575,0.613046146
172,172,1,0.632630128,0.612508604
326,326,1,0.63265289,0.612500064
523,523,1,0.633274958,0.61226678
581,581,1,0.639837026,0.609816698
145,145,0,0.641808966,0.60908426
168,168,1,0.641902526,0.609049553
434,434,1,0.642232306,0.608927249
440,440,1,0.642660389,0.60876856
53,53,1,0.644851723,0.607957536
567,567,1,0.645104807,0.607864007
280,280,1,0.646344029,0.607406461
13,13,1,0.647679404,0.606914184
286,286,1,0.647800403,0.606869617
81,81,1,0.650194425,0.6059892
124,124,1,0.650275515,0.605959424
79,79,1,0.650999525,0.605693693
304,304,0,0.65220627,0.605251305
267,267,1,0.654390409,0.604452247
545,545,1,0.655547597,0.604029749
548,548,1,0.656567315,0.603657932
300,300,1,0.656968222,0.603511876
156,156,1,0.657157569,0.603442919
383,383,0,0.659882487,0.602452287
446,446,0,0.660950446,0.602064922
303,303,1,0.663604646,0.601104356
511,511,1,0.663663309,0.601083161
254,254,1,0.665298242,0.600493038
263,263,0,0.666532463,0.600048317
468,468,1,0.666693113,0.59999048
435,435,0,0.6682254,0.59943938
248,248,0,0.668541579,0.59932579
421,421,0,0.669402144,0.599016842
336,336,1,0.671227998,0.598362402
27,27,1,0.673706754,0.597476229
43,43,0,0.674858463,0.597065377
444,444,0,0.677210022,0.596228252
460,460,0,0.678234337,0.595864343
228,228,1,0.67838567,0.595810616
477,477,1,0.678719812,0.595692023
302,302,1,0.679820827,0.595301585
296,296,1,0.680059043,0.595217176
356,356,0,0.682081162,0.594501635
114,114,0,0.682407898,0.594386178
289,289,1,0.684682129,0.593583788
249,249,0,0.685678248,0.593233021
479,479,0,0.686081147,0.593091265
246,246,1,0.691601048,0.591155936
524,524,0,0.691821566,0.591078882
83,83,0,0.692285316,0.590916904
250,250,0,0.692399038,0.590877197
553,553,0,0.694525102,0.590135843
420,420,1,0.696466182,0.589460615
445,445,0,0.697190517,0.589209043
417,417,0,0.69820734,0.588856246
285,285,1,0.698401809,0.588788822
404,404,1,0.698831692,0.588639831
419,419,0,0.699591454,0.588376693
395,395,1,0.70167849,0.587655075
324,324,1,0.702469832,0.587381921
166,166,1,0.702853387,0.587249617
270,270,0,0.705386227,0.586377434
407,407,0,0.705580987,0.586310476
572,572,0,0.707758118,0.585563019
402,402,1,0.710465662,0.584636115
66,66,0,0.711701915,0.58421387
578,578,0,0.712513366,0.583937048
138,138,0,0.715116065,0.58305092
99,99,1,0.715139422,0.58304298
198,198,0,0.715447288,0.582938343
591,591,0,0.71740302,0.582274509
409,409,0,0.719510334,0.581560913
90,90,1,0.720016733,0.581389693
491,491,1,0.720773104,0.581134141
31,31,1,0.721277832,0.580963736
488,488,0,0.724422975,0.579904127
480,480,0,0.724939792,0.57973038
454,454,0,0.725061079,0.579689619
82,82,1,0.726319415,0.579267076
374,374,1,0.726742515,0.579125139
327,327,1,0.729194338,0.578303999
529,529,0,0.729950601,0.578051188
240,240,0,0.732053066,0.577349516
75,75,0,0.732845308,0.577085557
10,10,0,0.733290635,0.576937289
546,546,0,0.733932439,0.576723739
590,590,1,0.735093324,0.576337875
261,261,0,0.735308627,0.576266368
5,5,0,0.738358236,0.575255422
474,474,0,0.741614069,0.574180019
265,265,1,0.743128449,0.573681188
241,241,1,0.745378394,0.572941663
351,351,1,0.745552054,0.572884663
575,575,0,0.746202571,0.572671245
554,554,1,0.746923287,0.572434982
308,308,1,0.747460957,0.572258851
171,171,0,0.747764484,0.572159469
185,185,1,0.750398701,0.571298413
117,117,1,0.751782982,0.570846966
276,276,0,0.752662762,0.570560419
234,234,0,0.75356202,0.570267825
422,422,0,0.754108815,0.57009006
380,380,0,0.754189655,0.570063788
385,385,0,0.754622238,0.569923245
432,432,0,0.757181609,0.56909314
294,294,0,0.758753339,0.568584564
342,342,0,0.759600226,0.568310907
243,243,0,0.760210618,0.568113832
433,433,0,0.760313789,0.568080535
62,62,1,0.761094076,0.567828836
311,311,1,0.763424877,0.56707831
192,192,0,0.763446294,0.567071423
67,67,0,0.763525648,0.567045907
197,197,0,0.765690091,0.566350803
216,216,0,0.769581715,0.565105297
239,239,0,0.76959103,0.565102322
64,64,0,0.769818891,0.565029566
476,476,0,0.770330171,0.564866383
538,538,0,0.771870662,0.56437528
475,475,0,0.773841124,0.563748346
314,314,0,0.776893205,0.562780024
568,568,0,0.777437926,0.562607552
557,557,0,0.777592258,0.562558706
579,579,1,0.778489584,0.56227487
462,462,0,0.779799823,0.561860939
195,195,0,0.780442888,0.561658005
321,321,0,0.780461406,0.561652163
371,371,0,0.781420026,0.561349926
309,309,0,0.781642083,0.561279962
255,255,0,0.781968044,0.561177291
369,369,0,0.782685171,0.560951545
585,585,0,0.784808791,0.560284107
258,258,0,0.784944391,0.560241543
506,506,0,0.785377906,0.560105508
599,599,0,0.786061844,0.559891027
287,287,0,0.786160198,0.559860197
478,478,0,0.786197407,0.559848534
223,223,1,0.786383313,0.559790272
268,268,0,0.786995666,0.559598447
376,376,0,0.787314265,0.559498696
17,17,0,0.787735802,0.559366769
584,584,0,0.789267496,0.558887926
283,283,0,0.790278916,0.558572182
563,563,0,0.791174122,0.558293014
481,481,0,0.792964313,0.557735585
218,218,0,0.794509765,0.557255257
537,537,1,0.794514121,0.557253904
359,359,0,0.796887426,0.556517891
275,275,0,0.80014032,0.55551225
401,401,0,0.800425798,0.555424167
22,22,1,0.801177024,0.555192514
345,345,0,0.802411922,0.554812131
46,46,0,0.803654652,0.554429862
72,72,0,0.804584659,0.554144132
416,416,0,0.804827356,0.554069616
593,593,0,0.807542781,0.553237251
464,464,1,0.810214861,0.552420611
392,392,1,0.812417592,0.551749224
30,30,0,0.815574164,0.550789948
340,340,1,0.815882064,0.550696557
178,178,0,0.817917677,0.550079914
436,436,0,0.817976812,0.550062021
347,347,0,0.819277196,0.549668848
343,343,0,0.820591019,0.549272181
389,389,0,0.821161774,0.549100038
344,344,0,0.822149598,0.54880236
564,564,0,0.823168318,0.548495709
253,253,0,0.825309117,0.547852411
388,388,0,0.825340519,0.547842986
393,393,0,0.825389894,0.547828167
427,427,0,0.828229595,0.546977252
183,183,0,0.829496019,0.54659862
531,531,0,0.83077959,0.546215397
437,437,0,0.831716057,0.545936144
176,176,0,0.832110849,0.545818503
199,199,0,0.833203918,0.545493052
483,483,0,0.833361125,0.545446277
518,518,0,0.834115483,0.545221939
540,540,0,0.834179321,0.545202963
429,429,0,0.836292026,0.544575691
71,71,0,0.838751894,0.543847162
503,503,0,0.839013521,0.543769792
88,88,0,0.841367512,0.543074641
372,372,0,0.84284366,0.542639629
541,541,0,0.843623498,0.542410097
387,387,0,0.845162855,0.541957582
489,489,0,0.847672888,0.541221342
77,77,0,0.850244146,0.540469214
205,205,0,0.852701431,0.539752376
492,492,0,0.852725343,0.53974541
24,24,0,0.854060728,0.539356659
11,11,0,0.85894728,0.537938871
65,65,0,0.859020188,0.537917773
87,87,0,0.861076408,0.537323452
415,415,0,0.861549403,0.537186925
177,177,0,0.862842097,0.536814152
54,54,0,0.863521824,0.536618347
63,63,0,0.868543243,0.535176268
173,173,0,0.870818947,0.534525269
378,378,0,0.870819066,0.534525234
310,310,0,0.872731627,0.533979341
42,42,0,0.873032583,0.533893542
277,277,0,0.878354403,0.532380896
76,76,0,0.878369797,0.532376533
47,47,0,0.879748294,0.531986119
201,201,0,0.881412604,0.531515521
352,352,0,0.882161674,0.531303986
51,51,0,0.882282504,0.53126988
70,70,0,0.883271352,0.530990927
350,350,0,0.883305453,0.530981312
291,291,0,0.883589478,0.530901246
204,204,0,0.883659383,0.530881543
131,131,0,0.884476239,0.530651424
237,237,0,0.888784245,0.529441096
119,119,0,0.8898537,0.529141489
232,232,0,0.896965344,0.527157759
23,23,0,0.899041802,0.526581352
74,74,0,0.901374929,0.525935198
353,353,0,0.901547005,0.525887605
447,447,0,0.902180151,0.525712562
38,38,0,0.903632991,0.525311341
105,105,0,0.904319142,0.525122065
295,295,0,0.904746783,0.525004168
507,507,0,0.906598892,0.524494168
128,128,0,0.907355795,0.524286031
594,594,0,0.910514542,0.523419204
424,424,0,0.913261398,0.522667734
461,461,0,0.913913999,0.522489517
121,121,0,0.914008712,0.522463661
382,382,0,0.917065322,0.521630634
520,520,0,0.922740024,0.520091113
457,457,0,0.927003479,0.518940423
215,215,0,0.929963256,0.51814458
137,137,0,0.939246288,0.515664259
181,181,0,0.939776364,0.515523345
8,8,0,0.941135092,0.515162496
102,102,0,0.953307972,0.511952039
219,219,0,0.956272933,0.511176116
588,588,0,0.972152713,0.507060125
471,471,0,0.989395801,0.502665181
589,589,0,1.004656073,0.498838685
521,521,0,1.013347752,0.496685185
